Veh_value,Exposure,Claim_recorded,Claims_cost,Veh_body,Veh_age,Gender,Area,Age_category
7100.0,0.876112252,0,0.0,SEDAN,4,F,A,4
15490.0,0.449007529,0,0.0,HBACK,1,F,E,1
12100.0,0.249144422,0,0.0,SEDAN,2,M,C,4
17400.0,0.840520192,1,462.3000031,SEDAN,2,F,C,4
32700.0,0.780287474,0,0.0,STNWG,2,M,A,5
16000.0,0.725530459,0,0.0,UTE,3,M,D,2
8400.0,0.780287474,0,0.0,HBACK,3,F,A,3
34900.0,0.079397673,0,0.0,UTE,1,M,A,1
12800.0,0.191649555,0,0.0,SEDAN,3,M,C,2
11700.0,0.780287474,0,0.0,HBACK,2,F,B,1
19800.0,0.752908967,1,200.0,HBACK,2,F,C,1
15400.0,0.158795346,0,0.0,SEDAN,2,F,C,2
55100.0,0.232717317,0,0.0,STNWG,1,F,A,2
11399.999999999998,0.449007529,0,0.0,SEDAN,3,F,C,4
17900.0,0.83504449,0,0.0,HBACK,2,F,D,5
18300.0,0.106776181,0,0.0,STNWG,3,M,F,2
18500.0,0.840520192,0,0.0,HBACK,2,F,A,2
10000.0,0.369609856,0,0.0,SEDAN,4,M,A,6
26400.0,0.840520192,0,0.0,UTE,3,M,D,5
6600.0,0.106776181,0,0.0,SEDAN,4,F,B,6
7100.0,0.369609856,0,0.0,SEDAN,4,F,A,6
5300.0,0.372347707,0,0.0,HBACK,4,F,C,6
14300.0,0.369609856,0,0.0,HBACK,1,F,D,6
19000.0,0.372347707,0,0.0,STNWG,4,M,C,5
11700.0,0.372347707,0,0.0,STNWG,4,M,A,3
14400.0,0.369609856,0,0.0,SEDAN,2,M,C,5
22500.0,0.840520192,0,0.0,STNWG,3,F,F,3
4600.0,0.372347707,0,0.0,STNWG,4,F,C,5
22500.0,0.202600958,0,0.0,SEDAN,1,M,C,4
8100.000000000001,0.62696783,0,0.0,SEDAN,3,F,E,2
19400.0,0.188911704,0,0.0,SEDAN,3,M,B,4
8800.0,0.372347707,0,0.0,SEDAN,3,M,C,6
12800.0,0.369609856,0,0.0,STNWG,3,F,B,4
19700.0,0.632443532,1,442.0,STNWG,4,M,B,4
9100.0,0.191649555,0,0.0,SEDAN,4,F,A,4
25600.0,0.372347707,0,0.0,STNWG,2,F,C,4
16299.999999999998,0.030116359,0,0.0,MCARA,4,M,A,5
11200.000000000002,0.366872006,0,0.0,HBACK,3,F,A,5
10300.0,0.446269678,0,0.0,SEDAN,3,F,A,1
11900.0,0.164271047,0,0.0,UTE,4,F,C,2
19800.0,0.372347707,0,0.0,SEDAN,2,F,B,5
7100.0,0.369609856,0,0.0,SEDAN,4,M,C,5
6200.0,0.629705681,0,0.0,SEDAN,4,F,E,2
24800.0,0.372347707,0,0.0,SEDAN,1,M,E,4
25400.0,0.780287474,0,0.0,SEDAN,1,F,F,2
16299.999999999998,0.366872006,0,0.0,HBACK,2,F,B,3
37700.0,0.876112252,0,0.0,STNWG,2,M,D,4
13100.0,0.366872006,0,0.0,SEDAN,3,F,B,5
7300.0,0.372347707,0,0.0,SEDAN,4,F,A,2
10400.0,0.372347707,0,0.0,SEDAN,3,F,A,5
13200.0,0.369609856,0,0.0,SEDAN,3,F,B,5
9900.0,0.840520192,0,0.0,SEDAN,3,F,C,1
16500.0,0.369609856,0,0.0,HBACK,2,F,C,4
13500.0,0.372347707,0,0.0,HBACK,1,F,B,4
30500.0,0.780287474,0,0.0,UTE,3,F,D,2
38300.0,0.369609856,0,0.0,STNWG,2,M,C,3
34700.0,0.372347707,0,0.0,STNWG,1,F,A,5
15000.0,0.629705681,0,0.0,SEDAN,3,M,B,4
8800.0,0.62696783,0,0.0,STNWG,4,F,F,2
7000.0,0.369609856,0,0.0,HBACK,4,F,B,3
4000.0,0.309377139,0,0.0,SEDAN,4,F,D,3
15800.0,0.106776181,0,0.0,SEDAN,3,F,D,5
13100.0,0.484599589,0,0.0,HBACK,1,F,C,1
32599.999999999996,0.429842574,1,353.77,UTE,2,M,D,5
12000.0,0.366872006,0,0.0,STNWG,3,F,C,4
18100.0,0.840520192,1,1599.519997,SEDAN,2,F,C,6
26900.0,0.569472964,0,0.0,STNWG,2,M,A,4
18400.0,0.840520192,0,0.0,TRUCK,3,M,F,1
26600.0,0.569472964,1,390.0,STNWG,3,F,D,4
8900.0,0.366872006,0,0.0,HBACK,3,M,B,3
14700.0,0.569472964,0,0.0,HBACK,2,F,E,4
16200.000000000002,0.366872006,0,0.0,SEDAN,4,M,C,2
5500.0,0.429842574,0,0.0,HBACK,4,F,D,2
5500.0,0.449007529,0,0.0,UTE,4,M,C,1
16100.000000000002,0.366872006,0,0.0,HBACK,2,F,B,4
25200.0,0.446269678,0,0.0,SEDAN,1,F,E,4
3700.0,0.449007529,0,0.0,SEDAN,4,F,A,4
18800.0,0.569472964,0,0.0,HBACK,1,F,C,4
24300.0,0.377823409,0,0.0,STNWG,3,F,F,2
25900.0,0.366872006,0,0.0,STNWG,3,M,A,4
71900.0,0.824093087,0,0.0,SEDAN,2,F,B,5
16000.0,0.840520192,0,0.0,SEDAN,1,M,E,3
12900.0,0.490075291,0,0.0,HDTOP,4,F,F,3
26800.0,0.840520192,0,0.0,SEDAN,1,F,C,3
3100.0,0.372347707,0,0.0,SEDAN,4,F,C,4
6000.0,0.158795346,0,0.0,HBACK,4,F,A,5
15200.0,0.569472964,0,0.0,HBACK,3,M,A,5
19800.0,0.876112252,1,1731.169998,SEDAN,2,F,B,5
17700.0,0.569472964,0,0.0,SEDAN,1,F,D,6
16500.0,0.629705681,0,0.0,SEDAN,2,F,B,3
9200.0,0.019164956,0,0.0,HBACK,3,M,B,4
16000.0,0.093086927,1,13263.17999,SEDAN,4,F,A,6
12600.0,0.999315537,1,1426.0,HBACK,2,F,C,6
8300.0,0.369609856,0,0.0,BUS,4,M,C,3
3500.0,0.372347707,0,0.0,HBACK,4,F,B,4
49600.0,0.260095825,0,0.0,SEDAN,2,F,A,6
32200.000000000004,0.372347707,0,0.0,STNWG,2,F,E,5
34600.0,0.372347707,0,0.0,UTE,1,F,A,3
36600.0,0.443531828,0,0.0,STNWG,2,M,D,4
36100.0,0.372347707,0,0.0,HDTOP,2,M,D,5
4600.0,0.607802875,0,0.0,STNWG,4,F,A,4
12500.0,0.158795346,0,0.0,SEDAN,3,F,C,4
21000.0,0.840520192,0,0.0,STNWG,4,M,C,2
7800.0,0.372347707,0,0.0,HBACK,3,M,B,3
16200.000000000002,0.372347707,0,0.0,MIBUS,4,M,C,4
4400.0,0.372347707,0,0.0,UTE,4,M,C,5
13300.0,0.372347707,0,0.0,HBACK,2,M,A,5
3000.0,0.369609856,1,200.0,SEDAN,4,F,C,5
4100.0,0.369609856,0,0.0,HBACK,4,M,C,3
18600.0,0.106776181,0,0.0,HBACK,2,F,C,2
43700.0,0.424366872,0,0.0,STNWG,1,M,D,5
14400.0,0.366872006,0,0.0,SEDAN,2,M,C,5
17700.0,0.372347707,0,0.0,SEDAN,1,M,D,6
16000.0,0.369609856,0,0.0,STNWG,4,F,F,5
6100.0,0.449007529,1,587.6499996,PANVN,4,F,B,2
18200.0,0.62696783,0,0.0,HBACK,2,F,B,2
29400.0,0.27652293,0,0.0,SEDAN,1,F,C,4
31100.0,0.402464066,0,0.0,STNWG,2,F,E,3
19300.0,0.369609856,0,0.0,HBACK,2,F,A,4
11700.0,0.780287474,0,0.0,SEDAN,3,F,D,4
28000.0,0.369609856,0,0.0,HBACK,2,M,C,2
11200.000000000002,0.369609856,0,0.0,HBACK,3,F,C,3
3000.0,0.366872006,1,1872.809998,SEDAN,4,F,B,4
8000.0,0.780287474,0,0.0,COUPE,4,M,D,1
11299.999999999998,0.372347707,0,0.0,HBACK,3,F,A,5
14500.0,0.62696783,0,0.0,STNWG,4,M,A,2
12600.0,0.372347707,0,0.0,COUPE,3,M,A,4
8900.0,0.629705681,0,0.0,HBACK,3,F,C,4
7300.0,0.366872006,0,0.0,HBACK,4,F,A,3
20099.999999999996,0.372347707,0,0.0,CONVT,2,M,F,2
28900.0,0.186173854,0,0.0,UTE,1,M,B,3
14900.0,0.158795346,0,0.0,HBACK,2,F,B,5
13300.0,0.391512663,0,0.0,HBACK,3,F,A,4
15400.0,0.999315537,0,0.0,PANVN,3,M,B,2
21800.0,0.840520192,0,0.0,SEDAN,2,F,B,4
6800.000000000001,0.780287474,0,0.0,HBACK,4,F,B,4
30200.0,0.629705681,0,0.0,STNWG,3,F,E,5
12300.0,0.369609856,0,0.0,SEDAN,3,F,A,6
21800.0,0.793976728,0,0.0,SEDAN,2,F,E,4
13200.0,0.369609856,0,0.0,SEDAN,3,F,F,2
43200.0,0.158795346,1,2031.549999,STNWG,2,M,D,1
13700.000000000002,0.569472964,0,0.0,HBACK,1,F,C,4
14500.0,0.569472964,0,0.0,HBACK,1,M,B,5
25400.0,0.449007529,0,0.0,STNWG,2,F,A,3
39900.0,0.366872006,0,0.0,STNWG,2,F,D,4
6800.000000000001,0.366872006,0,0.0,SEDAN,4,F,D,6
19400.0,0.999315537,0,0.0,PANVN,3,F,C,4
14700.0,0.369609856,1,430.5599999,HBACK,2,F,B,4
4100.0,0.569472964,0,0.0,STNWG,4,F,A,5
9100.0,0.290212183,0,0.0,SEDAN,3,F,B,2
21400.0,0.550308008,0,0.0,SEDAN,2,F,B,3
41490.0,0.205338809,0,0.0,UTE,1,M,C,2
4600.0,0.372347707,0,0.0,HBACK,4,F,B,4
8300.0,0.569472964,0,0.0,HBACK,3,F,C,6
21800.0,0.344969199,0,0.0,SEDAN,1,F,C,4
11299.999999999998,0.429842574,0,0.0,SEDAN,3,F,A,4
11500.0,0.372347707,0,0.0,STNWG,4,F,E,2
6500.0,0.629705681,0,0.0,COUPE,4,F,C,3
8100.000000000001,0.369609856,0,0.0,STNWG,4,F,B,4
14000.0,0.569472964,0,0.0,MIBUS,3,M,A,3
9200.0,0.369609856,0,0.0,UTE,4,M,D,4
39900.0,0.369609856,0,0.0,STNWG,2,M,A,3
4400.0,0.569472964,0,0.0,SEDAN,4,F,A,5
12300.0,0.369609856,0,0.0,UTE,3,M,E,6
25700.0,0.449007529,0,0.0,MIBUS,3,F,C,3
21500.0,0.780287474,0,0.0,SEDAN,4,M,D,5
15200.0,0.780287474,0,0.0,STNWG,4,M,F,4
15100.0,0.161533196,0,0.0,COUPE,3,F,B,5
10300.0,0.52019165,1,587.4099999,HBACK,2,F,C,2
17800.0,0.48733744,0,0.0,TRUCK,1,M,C,3
12500.0,0.449007529,0,0.0,STNWG,4,F,A,2
16800.0,0.876112252,0,0.0,SEDAN,2,F,B,5
19400.0,0.372347707,0,0.0,SEDAN,3,M,E,6
94300.0,0.837782341,0,0.0,COUPE,2,F,B,3
23900.0,0.123203285,0,0.0,HBACK,2,F,D,4
8700.0,0.780287474,0,0.0,HBACK,3,F,A,5
16600.0,0.769336071,0,0.0,HBACK,3,M,D,4
14200.0,0.605065024,0,0.0,SEDAN,3,F,B,4
6000.0,0.750171116,0,0.0,SEDAN,4,F,D,6
14300.0,0.780287474,0,0.0,COUPE,3,F,A,4
14900.0,0.268309377,0,0.0,SEDAN,3,F,A,4
13300.0,0.999315537,0,0.0,STNWG,4,M,A,3
24200.0,0.188911704,0,0.0,STNWG,3,F,C,4
17600.0,0.188911704,0,0.0,STNWG,4,F,D,3
20000.0,0.246406571,0,0.0,SEDAN,2,M,A,3
21100.0,0.876112252,0,0.0,SEDAN,2,F,B,6
13300.0,0.780287474,0,0.0,STNWG,4,M,A,2
7200.0,0.703627652,1,2677.663635,HBACK,4,M,A,1
13700.000000000002,0.128678987,0,0.0,HBACK,1,F,C,4
9800.0,0.643394935,0,0.0,SEDAN,3,M,C,5
7800.0,0.410677618,0,0.0,SEDAN,4,M,C,1
12400.0,0.188911704,0,0.0,HBACK,1,F,D,6
11500.0,0.542094456,0,0.0,HBACK,3,F,C,3
9000.0,0.169746749,0,0.0,PANVN,4,M,C,3
14700.0,0.542094456,1,8458.539986,HBACK,2,F,C,4
17600.0,0.246406571,0,0.0,HBACK,1,F,C,3
14200.0,0.490075291,0,0.0,UTE,3,M,B,1
27400.000000000004,0.396988364,0,0.0,STNWG,1,M,A,5
19100.0,0.73100616,0,0.0,HBACK,2,M,C,5
23800.0,0.490075291,0,0.0,SEDAN,1,F,B,4
12300.0,0.117727584,0,0.0,MIBUS,4,F,E,5
14000.0,0.457221081,0,0.0,STNWG,4,F,F,2
11100.000000000002,0.169746749,0,0.0,UTE,3,M,B,1
12900.0,0.646132786,0,0.0,SEDAN,3,M,B,3
39600.0,0.084873374,0,0.0,STNWG,2,F,E,1
4900.0,0.542094456,0,0.0,HBACK,4,M,E,4
15100.0,0.643394935,0,0.0,HDTOP,4,F,B,3
43700.0,0.446269678,0,0.0,STNWG,2,M,C,2
16400.0,0.536618754,0,0.0,UTE,4,M,C,3
16200.000000000002,0.177960301,0,0.0,HBACK,2,F,B,4
21400.0,0.542094456,0,0.0,SEDAN,3,F,E,3
17100.0,0.186173854,0,0.0,TRUCK,2,F,D,5
45900.0,0.509240246,0,0.0,HDTOP,1,F,C,1
20099.999999999996,0.446269678,0,0.0,SEDAN,2,F,B,4
16800.0,0.83504449,0,0.0,STNWG,3,F,C,4
12300.0,0.41889117,1,345.0,HBACK,2,F,A,2
4400.0,0.873374401,0,0.0,SEDAN,4,F,A,4
32599.999999999996,0.188911704,0,0.0,STNWG,3,F,E,3
7900.0,0.873374401,0,0.0,SEDAN,3,F,D,4
13600.000000000002,0.134154689,0,0.0,SEDAN,3,M,B,2
14700.0,0.443531828,0,0.0,HBACK,1,F,A,3
41400.0,0.432580424,0,0.0,STNWG,2,M,D,2
6899.999999999999,0.164271047,0,0.0,SEDAN,4,F,A,3
9000.0,0.429842574,0,0.0,STNWG,4,F,C,4
8800.0,0.429842574,0,0.0,UTE,4,M,A,3
35200.0,0.449007529,0,0.0,STNWG,1,M,B,5
8900.0,0.369609856,0,0.0,HBACK,3,M,C,4
15300.0,0.366872006,0,0.0,HBACK,3,F,C,5
16200.000000000002,0.966461328,0,0.0,SEDAN,3,F,C,3
12500.0,0.246406571,0,0.0,HBACK,2,F,D,5
19600.0,0.635181383,0,0.0,STNWG,2,M,B,3
11600.0,0.479123888,1,7205.909973,SEDAN,3,F,E,4
15400.0,0.646132786,0,0.0,STNWG,2,F,B,3
15400.0,0.158795346,0,0.0,SEDAN,1,F,C,3
25400.0,0.780287474,0,0.0,SEDAN,1,F,A,1
12400.0,0.873374401,0,0.0,STNWG,3,F,C,3
21200.0,0.106776181,0,0.0,SEDAN,1,F,D,4
17300.0,0.561259411,0,0.0,STNWG,4,M,C,5
19900.0,0.353182752,0,0.0,UTE,4,F,C,3
12200.0,0.780287474,0,0.0,COUPE,4,M,C,1
65800.0,0.498288843,0,0.0,STNWG,1,M,F,2
52400.0,0.123203285,0,0.0,STNWG,2,M,A,2
17500.0,0.446269678,0,0.0,HBACK,2,F,C,2
9700.0,0.876112252,0,0.0,SEDAN,4,M,C,4
45000.0,0.780287474,1,1331.82,TRUCK,1,F,B,2
14600.0,0.268309377,1,630.4799995,SEDAN,3,F,B,3
14700.0,0.780287474,0,0.0,HBACK,1,M,B,2
8300.0,0.123203285,0,0.0,SEDAN,4,M,A,2
7800.0,0.366872006,1,6407.88998,HBACK,4,M,A,4
9500.0,0.490075291,0,0.0,TRUCK,4,M,C,2
7000.0,0.17522245,0,0.0,UTE,4,M,E,5
17300.0,0.188911704,0,0.0,SEDAN,2,M,C,5
9500.0,0.24366872,0,0.0,SEDAN,3,F,B,3
15600.0,0.999315537,1,1800.519997,SEDAN,1,M,B,2
11700.0,0.446269678,0,0.0,SEDAN,3,F,B,2
15800.0,0.542094456,0,0.0,HBACK,1,F,C,4
12500.0,0.251882272,0,0.0,HBACK,3,F,C,2
8800.0,0.878850103,0,0.0,SEDAN,4,M,B,2
12200.0,0.257357974,0,0.0,STNWG,4,F,A,2
9500.0,0.777549624,1,389.9499998,HBACK,3,F,F,1
24800.0,0.810403833,0,0.0,SEDAN,1,F,C,5
17500.0,0.188911704,0,0.0,HBACK,2,M,B,4
13899.999999999998,0.585900068,0,0.0,HBACK,1,M,C,2
19000.0,0.509240246,0,0.0,UTE,1,M,A,2
16600.0,0.542094456,0,0.0,HBACK,2,F,A,3
14300.0,0.643394935,0,0.0,SEDAN,3,F,A,4
20700.0,0.490075291,0,0.0,STNWG,3,F,B,2
18700.0,0.514715948,0,0.0,SEDAN,2,M,B,5
8300.0,0.533880904,0,0.0,HBACK,3,F,D,5
15700.0,0.087611225,0,0.0,SEDAN,3,F,A,3
26100.0,0.752908967,0,0.0,STNWG,3,M,F,2
15300.0,0.268309377,0,0.0,SEDAN,2,F,A,2
19200.0,0.498288843,0,0.0,SEDAN,4,M,A,5
18600.0,0.73100616,0,0.0,SEDAN,2,F,C,5
46900.00000000001,0.542094456,1,753.7699986,STNWG,1,M,E,3
21700.0,0.446269678,1,5853.73999,SEDAN,1,M,A,4
26400.0,0.446269678,1,1075.009998,STNWG,3,M,E,4
14900.0,0.542094456,0,0.0,MIBUS,4,M,D,3
21100.0,0.021902806,0,0.0,HBACK,1,F,A,6
6500.0,0.542094456,0,0.0,HBACK,4,F,A,3
13000.0,0.542094456,0,0.0,HBACK,2,F,C,2
17700.0,0.446269678,0,0.0,HBACK,1,F,A,4
14500.0,0.446269678,0,0.0,SEDAN,2,F,C,2
10200.0,0.164271047,0,0.0,STNWG,3,F,E,2
37400.0,0.446269678,0,0.0,STNWG,2,M,B,2
4600.0,0.813141684,0,0.0,SEDAN,4,F,B,3
3600.0,0.960985626,0,0.0,SEDAN,4,F,C,5
6400.0,0.164271047,0,0.0,HBACK,4,F,B,4
48400.0,0.251882272,1,1300.379997,STNWG,1,F,D,3
12700.0,0.446269678,0,0.0,STNWG,4,M,C,5
21600.0,0.443531828,0,0.0,HBACK,1,F,A,2
22900.0,0.446269678,0,0.0,SEDAN,1,F,C,3
13500.0,0.429842574,0,0.0,HBACK,1,F,B,2
11299.999999999998,0.446269678,0,0.0,HBACK,2,F,B,3
7800.0,0.963723477,0,0.0,HBACK,3,F,C,2
12400.0,0.364134155,0,0.0,SEDAN,3,F,E,5
14400.0,0.364134155,0,0.0,HBACK,2,F,D,4
23200.0,0.364134155,0,0.0,SEDAN,1,F,E,5
3500.0,0.364134155,0,0.0,SEDAN,4,F,E,6
15400.0,0.364134155,0,0.0,SEDAN,2,F,D,5
4100.0,0.421629021,0,0.0,STNWG,4,F,B,5
20500.0,0.813141684,0,0.0,SEDAN,2,M,A,3
18100.0,0.221765914,0,0.0,SEDAN,2,F,A,5
18600.0,0.219028063,0,0.0,HBACK,1,F,C,4
28400.0,0.511978097,0,0.0,STNWG,3,M,B,5
17600.0,0.960985626,0,0.0,SEDAN,2,F,B,4
18800.0,0.364134155,1,353.77,UTE,1,F,E,3
9500.0,0.643394935,0,0.0,HBACK,3,M,C,5
38100.0,0.364134155,0,0.0,STNWG,2,M,D,3
7700.0,0.183436003,0,0.0,SEDAN,4,F,A,4
6700.0,0.635181383,0,0.0,UTE,4,M,E,5
13700.000000000002,0.364134155,0,0.0,SEDAN,2,M,D,5
12800.0,0.180698152,0,0.0,SEDAN,3,F,D,1
10500.0,0.364134155,0,0.0,SEDAN,3,M,B,2
15400.0,0.364134155,0,0.0,SEDAN,1,M,A,6
14700.0,0.369609856,0,0.0,SEDAN,3,F,E,3
3500.0,0.364134155,0,0.0,SEDAN,4,M,A,4
24900.000000000004,0.219028063,0,0.0,SEDAN,1,F,E,3
17400.0,0.364134155,0,0.0,TRUCK,1,M,E,4
29300.0,0.446269678,0,0.0,PANVN,2,M,D,2
118400.0,0.364134155,0,0.0,SEDAN,2,F,A,1
4200.0,0.364134155,0,0.0,STNWG,4,F,A,6
11000.0,0.20807666,0,0.0,HBACK,3,F,C,3
11000.0,0.364134155,0,0.0,MIBUS,4,F,A,3
23200.0,0.443531828,0,0.0,HBACK,1,F,A,5
8900.0,0.093086927,0,0.0,SEDAN,4,M,E,5
5000.0,0.164271047,0,0.0,STNWG,4,M,C,5
20200.0,0.24366872,0,0.0,SEDAN,2,M,C,3
12600.0,0.093086927,0,0.0,STNWG,4,F,B,3
16800.0,0.859685147,0,0.0,HBACK,3,F,C,4
15400.0,0.13963039,0,0.0,HBACK,3,F,B,5
11299.999999999998,0.859685147,0,0.0,HBACK,3,F,A,2
7900.0,0.859685147,0,0.0,SEDAN,3,M,D,4
21800.0,0.859685147,0,0.0,SEDAN,2,F,A,4
21000.0,0.859685147,1,200.0,STNWG,4,M,D,2
34300.0,0.859685147,1,200.0,STNWG,3,M,C,4
17400.0,0.859685147,0,0.0,HBACK,2,F,C,3
21100.0,0.859685147,0,0.0,SEDAN,2,F,A,6
10800.0,0.859685147,0,0.0,SEDAN,4,F,B,4
8700.0,0.859685147,0,0.0,UTE,3,M,B,5
11800.0,0.506502396,0,0.0,HDTOP,4,M,F,2
19400.0,0.859685147,0,0.0,SEDAN,2,M,C,5
21300.0,0.859685147,0,0.0,STNWG,2,M,D,3
17400.0,0.186173854,0,0.0,SEDAN,2,F,A,6
12500.0,0.24366872,0,0.0,HBACK,2,M,A,4
5300.0,0.585900068,1,200.0,HBACK,4,F,A,6
5000.0,0.8678987,0,0.0,HBACK,4,M,A,4
19700.0,0.164271047,0,0.0,STNWG,4,M,B,5
11200.000000000002,0.24366872,0,0.0,HBACK,2,F,B,3
14100.0,0.720054757,0,0.0,SEDAN,2,F,C,2
8800.0,0.134154689,0,0.0,SEDAN,3,F,C,3
25299.999999999996,0.443531828,0,0.0,HDTOP,1,M,C,4
31900.0,0.164271047,0,0.0,STNWG,1,F,A,4
15100.0,0.490075291,0,0.0,HDTOP,4,M,A,3
5100.0,0.83504449,0,0.0,HBACK,4,F,C,2
10200.0,0.509240246,0,0.0,PANVN,3,M,C,2
8600.0,0.960985626,0,0.0,HBACK,3,M,D,4
8500.0,0.164271047,0,0.0,SEDAN,3,F,C,5
9800.0,0.999315537,0,0.0,SEDAN,4,F,E,2
23600.0,0.38329911,0,0.0,PANVN,2,M,C,1
11299.999999999998,0.364134155,0,0.0,SEDAN,3,M,A,4
4600.0,0.364134155,0,0.0,HBACK,4,F,A,6
4800.0,0.635181383,0,0.0,SEDAN,4,F,B,2
27900.0,0.114989733,0,0.0,TRUCK,3,M,B,5
11299.999999999998,0.364134155,0,0.0,HBACK,3,M,C,6
19300.0,0.48733744,0,0.0,STNWG,3,F,A,1
16800.0,0.446269678,0,0.0,STNWG,4,M,C,2
84500.0,0.960985626,0,0.0,STNWG,1,F,D,3
4700.0,0.164271047,0,0.0,SEDAN,4,F,A,4
23600.0,0.635181383,0,0.0,STNWG,4,F,D,5
21900.0,0.364134155,0,0.0,STNWG,3,M,C,6
15900.0,0.643394935,0,0.0,SEDAN,3,M,A,4
42200.0,0.364134155,0,0.0,STNWG,2,F,F,4
25099.999999999996,0.364134155,0,0.0,STNWG,2,F,A,4
7800.0,0.813141684,0,0.0,SEDAN,4,F,E,1
19200.0,0.24366872,0,0.0,HBACK,2,F,C,3
8800.0,0.635181383,0,0.0,STNWG,4,M,B,2
16299.999999999998,0.364134155,0,0.0,SEDAN,2,M,E,6
8500.0,0.364134155,0,0.0,HBACK,3,F,A,2
36300.0,0.186173854,0,0.0,UTE,1,F,C,5
21100.0,0.114989733,0,0.0,STNWG,3,F,C,3
17800.0,0.405201917,0,0.0,UTE,1,M,C,4
10600.0,0.303901437,1,1191.639999,SEDAN,3,M,A,2
7500.0,0.506502396,0,0.0,HBACK,3,F,C,5
6600.0,0.438056126,0,0.0,SEDAN,4,F,B,4
10900.0,0.999315537,0,0.0,TRUCK,4,F,B,4
17000.0,0.859685147,0,0.0,SEDAN,2,M,C,6
10800.0,0.859685147,0,0.0,SEDAN,4,F,B,5
22100.0,0.859685147,0,0.0,UTE,1,M,E,5
17400.0,0.859685147,0,0.0,HBACK,2,M,C,5
7700.0,0.859685147,0,0.0,HBACK,3,F,C,3
23800.0,0.073921971,0,0.0,STNWG,3,F,C,3
10000.0,0.859685147,0,0.0,UTE,4,F,C,3
17700.0,0.186173854,0,0.0,SEDAN,1,F,C,2
10800.0,0.859685147,0,0.0,SEDAN,3,F,B,6
3800.0,0.859685147,0,0.0,SEDAN,4,F,E,3
14200.0,0.876112252,0,0.0,SEDAN,3,F,D,4
15900.0,0.859685147,0,0.0,SEDAN,3,F,D,3
17700.0,0.443531828,1,1545.949997,SEDAN,1,F,E,2
14500.0,0.859685147,0,0.0,SEDAN,3,F,F,4
31900.0,0.032854209,0,0.0,STNWG,2,F,C,3
8800.0,0.1724846,0,0.0,HBACK,4,F,B,1
25400.0,0.186173854,0,0.0,STNWG,2,F,A,3
18900.0,0.131416838,0,0.0,SEDAN,2,M,B,1
8800.0,0.032854209,0,0.0,SEDAN,3,F,C,6
14700.0,0.164271047,0,0.0,UTE,4,M,A,2
9100.0,0.186173854,0,0.0,STNWG,3,F,C,3
8200.0,0.807665982,0,0.0,HBACK,4,M,D,4
6500.0,0.539356605,0,0.0,HBACK,4,M,A,2
26100.0,0.032854209,0,0.0,STNWG,2,F,B,4
3700.0,0.164271047,0,0.0,HBACK,4,F,C,6
12200.0,0.369609856,0,0.0,STNWG,4,F,D,2
10200.0,0.569472964,0,0.0,HBACK,2,F,D,6
15700.0,0.123203285,0,0.0,UTE,3,M,E,2
15000.0,0.123203285,0,0.0,STNWG,4,F,B,4
11600.0,0.366872006,0,0.0,SEDAN,4,M,A,5
18300.0,0.38329911,0,0.0,STNWG,4,M,A,5
4600.0,0.999315537,0,0.0,PANVN,4,M,B,3
15100.0,0.449007529,0,0.0,STNWG,4,F,C,5
18500.0,0.158795346,1,353.77,SEDAN,2,F,C,2
22599.999999999996,0.780287474,0,0.0,HDTOP,2,M,C,5
21800.0,0.780287474,0,0.0,UTE,3,M,F,4
26600.0,0.446269678,0,0.0,STNWG,2,M,F,2
34160.0,0.999315537,0,0.0,UTE,1,M,C,3
23200.0,0.246406571,0,0.0,STNWG,3,F,C,3
24700.000000000004,0.31211499,0,0.0,STNWG,3,M,C,3
7100.0,0.509240246,0,0.0,HBACK,4,F,C,5
17500.0,0.509240246,0,0.0,TRUCK,1,M,B,1
15500.0,0.161533196,0,0.0,HBACK,1,F,E,1
11600.0,0.246406571,0,0.0,SEDAN,3,F,C,4
44800.00000000001,0.257357974,0,0.0,STNWG,1,F,D,5
19500.0,0.780287474,0,0.0,HBACK,1,F,C,1
27000.0,0.777549624,1,260.0,STNWG,2,F,A,2
15800.0,0.873374401,0,0.0,HBACK,3,F,B,2
12300.0,0.188911704,0,0.0,STNWG,4,M,E,5
13400.0,0.246406571,0,0.0,SEDAN,3,F,C,2
7700.0,0.876112252,0,0.0,HBACK,4,F,A,4
18500.0,0.837782341,0,0.0,SEDAN,2,F,B,1
11500.0,0.509240246,0,0.0,HDTOP,4,M,D,3
7200.0,0.268309377,0,0.0,SEDAN,4,F,B,2
12700.0,0.046543463,0,0.0,UTE,3,F,A,5
14600.0,0.490075291,0,0.0,SEDAN,2,F,B,3
8500.0,0.48733744,0,0.0,BUS,4,M,A,3
6100.0,0.457221081,0,0.0,SEDAN,4,F,C,3
15500.0,0.646132786,0,0.0,SEDAN,2,M,A,1
27300.0,0.246406571,0,0.0,STNWG,2,M,A,3
7600.0,0.542094456,0,0.0,HBACK,3,M,A,3
16600.0,0.542094456,0,0.0,HBACK,2,F,A,4
16400.0,0.246406571,0,0.0,STNWG,4,F,C,2
11600.0,0.542094456,0,0.0,STNWG,4,M,B,2
26800.0,0.8678987,0,0.0,SEDAN,3,M,C,4
21500.0,0.479123888,0,0.0,UTE,2,M,F,1
15000.0,0.509240246,0,0.0,HDTOP,4,M,C,3
18900.0,0.459958932,0,0.0,SEDAN,3,M,B,4
